Date,Assigned to,Newspaper,Link,Section,Key Words,Opinion adm,Opinion CDC,Briefly observation,Abstractor,
4/5/2020,N,The New York Times,https://www.nytimes.com/2020/04/05/us/coronavirus-deaths-undercount.html?searchResultPosition=31,U.S,"undercount, Inconsistent protocols, higher death tolls",Nada,0,"Across the United States, even as coronavirus deaths are being recorded in terrifying numbers — many hundreds each day — the true death toll is likely much higher.",,
4/5/2020,N,The New York Times,https://www.nytimes.com/2020/04/05/obituaries/mary-roman-dead.html?searchResultPosition=32,Obituaries,"Mary Roman, athletic",Nada,nada,"Mary Roman, City Clerk Who Set Senior Shot Put Records, Dies at 84",,
4/5/2020,N,The New York Times,https://www.nytimes.com/2020/04/05/world/europe/germany-oberammergau-passion-play-coronavirus.html?searchResultPosition=7,Europe,"Germany, bubonic plague 1634, passion play, miracle ",nada,nada,"1634 bubonic plague ""miracle"" discussed, this years passion play cancelled",,
4/5/2020,N,The New York Times,https://www.nytimes.com/2020/04/05/reader-center/coronavirus-sports-reporting.html?searchResultPosition=34,Reader Center,"cancellations, Sports reporter, ",nada,nada,postponements and cancellations upended the coverage that Times editors and reporters had planned,,
4/5/2020,N,The New York Times,https://www.nytimes.com/2020/04/05/world/europe/coronavirus-queen-elizabeth-speech.html?searchResultPosition=8,Europe,British prime minister Boris Johnson hospitalized,nada,nada,"Johnson hospitalized with COVID, Brits comforted by the Queens televised speech. ",,
4/5/2020,N,The New York Times,https://www.nytimes.com/2020/04/05/us/02IHW-virus-tampons-pads-periods-product-shortages.html?searchResultPosition=36,U.S,"Menstruation, Women pads, hoarding supplies",nada,nada,"Coronavirus has led to a rush on menstrual products. As with other supplies, those who can afford to hoard have done so, leaving women with lower incomes without basic essentials.",,
4/5/2020,N,The New York Times,https://www.nytimes.com/2020/04/05/realestate/coronavirus-construction.html?searchResultPosition=37,Real Estate,"construction workers, essential projects,",nada,nada,Construction in New York Limps Forward Despite Shutdown Order,,
4/5/2020,N,The New York Times,https://www.nytimes.com/2020/04/05/obituaries/cristina-dead.html?searchResultPosition=38,Obituaries,"singer, voice, album",nada,nada,"Cristina, a cult singer died ",,
4/5/2020,N,The New York Times,https://www.nytimes.com/2020/04/05/business/media/quibi-streaming-app-jeffrey-katzenberg-meg-whitman.html?searchResultPosition=39,Media,"platforms, Quibi, party",nada,nada,Veteran C.E.O.s Risk $1.8 Billion on a Streaming App,,
4/5/2020,N,The New York Times,https://www.nytimes.com/video/world/europe/100000007072121/queen-address.html?searchResultPosition=9,Europe,"Queen Elizabeth, Britain",nada,nada,Queen Elizabeth encourages Brits,,
4/5/2020,N,The New York Times,https://www.nytimes.com/2020/04/05/business/economy/coronavirus-economists.html?searchResultPosition=41,Economy,"Economists, collapsed vs spare health systems, aftermath",Nada,Nada,"Economics is not epidemiology. But the coronavirus pandemic brings steep economic challenges, affecting consumption, production and investment and employment. And economic policy will, to a large extent, shape society’s resilience to the emergency and what lies beyond.",,
4/5/2020,N,The New York Times,https://www.nytimes.com/2020/04/05/opinion/coronavirus-elmhurst-queens.html?searchResultPosition=42,Opinion,"emergency, vulnerable neighbourhoods, overwhelmed",-1,Nada,"The Elmhurst neighborhood has been called the “epicenter of the epicenter”. The people living around Elmhurst Hospital are both vulnerable and neglected: largely immigrants, poor, uninsured and dependent on a public hospital system that is already overstretched and underfunded. Elmhurst, Jackson Heights and Corona are the neighborhoods with the highest percentage of foreign-born residents in New York City, coming from seemingly every corner of the world.",,
4/5/2020,N,The New York Times,https://www.nytimes.com/2020/04/05/opinion/coronavirus-testing-smart-home.html?searchResultPosition=43,Opinion,"big tech, privacy, protected health information, ethics, devices affordable",Nada,0,"Technology companies can contribute to the national effort to fight the coronavirus pandemic by enabling their platforms to passively collect, analyze and transmit health information. Nevertheless, several privacy concerns have been raised. ",,
4/5/2020,N,The New York Times,https://www.nytimes.com/2020/04/05/us/politics/us-china-military-funding-virus.html?searchResultPosition=45,Politics,"U.S. Military, More Funding,Pacific Region, post Pandemic",0,Nada,"A report from the U.S. Indo-Pacific Command, delivered to Congress last week, calls for $20.1 billion in additional spending between 2021 and 2026. The funds would be spent on new radar warning systems and cruise missiles, and would also pay for more exercises with allies, deployments of additional forces and new intelligence-sharing centers. The efforts would help improve the U.S. military’s ability to deter the People’s Liberation Army.",,
4/5/2020,N,The New York Times,https://www.nytimes.com/2020/04/05/us/politics/coronavirus-democrats-republicans-trump.html?searchResultPosition=46,Politics,"Trump’s re-election, incosistencies, government distrust experts, ideological fogginess both sides",-1,1,"Both sides (Republicans/ Democrats) are navigating public opinion day to day, uncertain whether the fault left-right lines have been truly scrambled or will re-emerge only hardened once the crisis abates.",,
4/5/2020,N,The New York Times,https://www.nytimes.com/2020/04/05/sports/autoracing/coronavirus-nascar-racing-earnhardt.html?searchResultPosition=47,Auto Racing,"Tom Dempsey dies, football, complications covid-19",Nada,Nada,"His wife, Carlene, said the cause was complications of the coronavirus, which he contracted on March 25 at the Lambeth House center, where he had been treated for dementia that was diagnosed in 2010.",,
4/5/2020,N,The New York Times,https://www.nytimes.com/2020/04/05/us/politics/coronavirus-elections-democrats.html?searchResultPosition=48,Politics,"Progressives plans, stuggling to adapt",0,Nada,"Economics is not epidemiology. But the coronavirus pandemic brings steep economic challenges, affecting consumption, production and investment and employment. And economic policy will, to a large extent, shape society’s resilience to the emergency and what lies beyond.",,
4/5/2020,N,The New York Times,https://www.nytimes.com/2020/04/05/obituaries/tom-dempsey-dead.html?searchResultPosition=49,Obituaries,"kicker record,  NFL, ",nada,nada,"Tom Dempsey, Record-Setting Kicker Dies",,
4/5/2020,N,The New York Times,https://www.nytimes.com/2020/04/05/opinion/coronavirus-china-us.html?searchResultPosition=50,Opinion,"Cooperation, China-US, solidarity",0,nada,"That is why over 100 Chinese public health experts have traveled abroad to save lives. That is why we are sending test kits, protective masks and medical equipment to overrun hospitals in the United States and many other countries. That is why we are sharing expertise and hard-learned lessons with countries seeking information and answers. In his recent phone call with President Trump, President Xi Jinping of China stressed the importance of solidarity between our two countries, and promised to provide assistance to the best of our capability.",,
4/5/2020,N,The New York Times,https://www.nytimes.com/2020/04/05/technology/coronavirus-facebook-masks.html?searchResultPosition=51,technology,"mask, facebook, donation ",nada,nada,Facebook Hampers Do-It-Yourself Mask Efforts,,
4/5/2020,N,The New York Times,https://www.nytimes.com/2020/04/05/opinion/trump-coronavirus.html?searchResultPosition=52,Opinion,"Trump, Narcissist, crisis",-1,Nada,"Trump has all the hallmarks of narcissistic personality disorder. That disorder was dangerous enough during times of prosperity, jeopardizing the moral and institutional foundations of our country. But now we’re in the midst of a global pandemic. The president’s pathology is endangering not just institutions, but lives.",,
4/5/2020,N,The New York Times,https://www.nytimes.com/2020/04/05/opinion/nyc-coronavirus.html?searchResultPosition=53,Opinion,"Blame New York, federal government ",-1,Nada,"Almost as alarming as the health data, though, is the suggestion circulating in some political corners that New York and New Yorkers are to blame for spreading for the coronavirus, as though the city helped to create a health threat now endangering the good people of the South and Midwest. Once it was the “Chinese virus”; now it also belongs to New York.",,
4/5/2020,N,The New York Times,https://www.nytimes.com/2020/04/05/us/coronavirus-aid-governors-pearl-harbor.html?searchResultPosition=1,U.S,"governors, help",-1,nada,several governors said that their states were in urgent need of federal help,,
4/5/2020,N,The New York Times,https://www.nytimes.com/2020/04/05/us/politics/coronavirus-aircraft-carrier-roosevelt-crozier.html?searchResultPosition=18,Politics,"Capt. Brett E. Crozier, fired, poor judgment",-1,Nada,Colleagues say the downfall of Capt. Brett E. Crozier was charging headlong into the Trump administration’s narrative that it had everything in the coronavirus pandemic under control.,,
4/5/2020,N,The New York Times,https://www.nytimes.com/2020/04/05/opinion/coronavirus-social-distancing.html?searchResultPosition=56,Opinion,"Social Distancing, Privilege, vulnerable, people of color",-1,Nada,"People like to say that the coronavirus is no respecter of race, class or country.",,
4/5/2020,N,The New York Times,https://www.nytimes.com/2020/04/05/world/asia/china-human-rights-lawyer.html?searchResultPosition=4,Asia Pacific,Chinese human rights lawyer released from prison,nada,nada,"But in the real world this virus behaves like others, screeching like a heat-seeking missile toward the most vulnerable in society. And this happens not because it prefers them, but because they are more exposed, more fragile and more ill.",,
4/5/2020,N,The New York Times,https://www.nytimes.com/2020/04/05/arts/television/whats-on-tv-sunday-world-on-fire-and-our-country.html?searchResultPosition=6,Television,Television,nada,nada,Not pandemic related,,
4/12/2020,A,The New York Times,https://www.nytimes.com/2020/04/12/world/coronavirus-news.html?searchResultPosition=2,World,"Europe lockdown, debate",Nada,Nada,"Across Europe, leaders moved gingerly to calibrate lockdown measures, leery of setting off surges in new infections as they seek to mitigate the economic disaster created by the virus",,
4/12/2020,A,The New York Times,https://www.nytimes.com/2020/04/12/world/asia/india-coronavirus-muslims-bigotry.html?searchResultPosition=3,Asia Pacific,"Human bombs, corona jihad, intolerance, anti-Muslim attacks",-1,Nada,"Here in India, no other group has been demonized more than the country’s 200 million Muslims, minorities in a Hindu-dominated land of 1.3 billion people.",,
4/12/2020,A,The New York Times,https://www.nytimes.com/2020/04/12/arts/television/snl-coronavirus-tom-hanks.html?searchResultPosition=4,Television,"Saturday Night Live, zoom",Nada,Nada,"Beginning with this week’s opening sketch, which showed all 17 cast members joining in a video call from their home quarantines",,
4/12/2020,A,The New York Times,https://www.nytimes.com/2020/04/12/world/europe/netherlands-tulips-coronavirus.html?searchResultPosition=5,Europe,"cancelled celebrations, tulips",Nada,Nada,"For tulip growers in the Netherlands, Friday the 13th of March this year was a true horror show. When tulip stems came up at the country’s largest flower market in Aalsmeer, the prices stalled over and over again at zero.",,
4/12/2020,A,The New York Times,https://www.nytimes.com/2020/04/12/magazine/asian-american-discrimination-coronavirus.html?searchResultPosition=7,Magazine,"racism, slurs, attacks",-1,Nada,"After President Trump called Covid-19 the “Chinese virus” in March, the Asian Pacific Policy and Planning Council said more than 650 incidents of discrimination directed against Asian-Americans were reported to a website it helps maintain in one week alone.",,
4/12/2020,A,The New York Times,https://www.nytimes.com/2020/04/12/health/coronavirus-superspreader-why-infectious.html?searchResultPosition=8,Health,superspreaders,Nada,0,"“There has to be a link between people in order to transmit an infection,” she said. But, she added, a link “is necessary but not sufficient.” The second factor is how infectious a person is. “We almost never have independent data on those two things,” Dr. Morris said.",,
4/12/2020,A,The New York Times,https://www.nytimes.com/2020/04/12/us/coronavirus-long-lines-america.html?searchResultPosition=9,U.S,"Waiting lines, basic needs, unemployment assistance",0,Nada,"Now, millions of people across the country are risking their health to wait in tense, sometimes desperate, new lines for basic needs as the economic toll of the virus grips the country.",,
4/12/2020,A,The New York Times,https://www.nytimes.com/2020/04/12/us/coronavirus-updates.html?searchResultPosition=10,U.S,"#FireFauci, pointing the finger, trump",-1,Nada,"Mr. Trump reposted a Twitter message that said “Time to #FireFauci” as he rejected criticism of his slow initial response to the pandemic that has now killed more than 22,000 people in the United States. The president privately has been irritated at times with Dr. Fauci, but the Twitter message was the most explicit he has been in letting that show publicly.",,
4/12/2020,A,The New York Times,https://www.nytimes.com/2020/04/12/nyregion/coronavirus-births-mothers.html?searchResultPosition=12,New York,Maternity setting,Nada,Nada,"Nearly 200 babies have arrived since the beginning of March, according to Dr. Byer. Twenty-nine pregnant or delivering women have had suspected or confirmed cases of Covid-19, the disease caused by the virus. They have been kept separate from other patients, and medical workers wear protective clothing when attending to them. ",,
4/12/2020,A,The New York Times,https://www.nytimes.com/2020/04/12/business/the-week-in-business-coronavirus-jobs.html?searchResultPosition=13,Business,"record unemployment, Bill, Federal Reserve",Nada,Nada,"Another 6.6 million Americans filed new claims for unemployment last week, bringing the total number of people who lost their jobs in March and the first few days of April to a record-shattering 16 million and counting. That’s almost twice the net job losses for the entire 2007-9 recession, and brings the unemployment rate to over 13 percent — close to Depression-era territory. ",,
4/12/2020,A,The New York Times,https://www.nytimes.com/2020/04/12/opinion/joe-biden-coronavirus-reopen-america.html?searchResultPosition=14,Opinion,"Reopen America, Biden's plan",-1,Nada,The plan has to start with responding effectively to the immediate medical crisis and ultimately lead to the widespread availability and administration of a vaccine. But we can’t stay home and just wait for the vaccine to arrive. ,,
4/12/2020,A,The New York Times,https://www.nytimes.com/2020/04/12/world/europe/boris-johnson-coronavirus.html?searchResultPosition=15,Europe,"Recovery, discharge",Nada,Nada,"Prime Minister Boris Johnson of Britain was discharged from the hospital on Sunday, a major step forward in his recovery from the coronavirus and a welcome relief for a nation whose political leadership has been harder hit by the contagion than that of any other Western country.",,
4/12/2020,A,The New York Times,https://www.nytimes.com/2020/04/12/nyregion/coronavirus-new-york-update.html?searchResultPosition=16,New York,"Slowing spread, shutdown disagreements",-1,Nada,"Overall, Mr. Cuomo said, “You’re not seeing a great decline in the numbers but you are seeing a flattening.”",,
4/12/2020,A,The New York Times,https://www.nytimes.com/2020/04/12/arts/design/deborah-roberts-artist-virus-austin.html?searchResultPosition=17,Art & Design,postponement,Nada,Nada,,,
4/12/2020,A,The New York Times,https://www.nytimes.com/2020/04/12/world/europe/pope-easter-mass-coronavirus.html?searchResultPosition=18,Europe,"Easter, Vatican streamed message, united",Nada,Nada,"On an Easter Sunday like few others in modern history, Pope Francis said Mass under the soaring ceilings of St. Peter’s Basilica, which was virtually empty of the faithful. Outside, St. Peter’s Square, too, was bereft of the usual throngs of worshipers, who were forced to stay away because of the coronavirus pandemic.",,
4/12/2020,A,The New York Times,https://www.nytimes.com/2020/04/12/opinion/cdc-coronavirus.html?searchResultPosition=19,Opinion,"coherence, war, guide",-1,plus1,"But it’s not too late to do better. A coherent national response decides on policy and then pushes all of government to follow that policy. This is a public health emergency, and public health officials can show us the way forward.",,
4/12/2020,A,The New York Times,https://www.nytimes.com/2020/04/12/opinion/letters/coronavirus-toilet-paper.html?searchResultPosition=21,Letters,"Toilet paper, water",Nada,Nada,,,
4/12/2020,A,The New York Times,https://www.nytimes.com/2020/04/12/us/coronavirus-easter-sunday.html?searchResultPosition=22,U.S,"rituals, hope, online services",plus1,Nada,"The vast majority of churches across denominations celebrated the holiday virtually, in online services.",,
4/12/2020,A,The New York Times,https://www.nytimes.com/2020/04/12/us/politics/trump-coronavirus-briefings.html?searchResultPosition=23,Politics,"unreliable, floundering",-1,plus1,"In interviews, Democrats and Republicans alike conceded that the president appeared to be in over his head in dealing with the coronavirus, and that Dr. Fauci and Dr. Deborah L. Birx, the White House’s coronavirus coordinator, were the more reliable voices to listen to for accurate information",,
4/12/2020,A,The New York Times,https://www.nytimes.com/2020/04/12/world/africa/mali-french-foreign-legion.html?searchResultPosition=24,Africa,"Operation Barkhane, terrorism",Nada,Nada,France’s mission to fight a terrorist insurgency in the vast stretch of land south of the Sahara known as the Sahel — in the belly of a tank-like infantry fighting vehicle.,,
4/12/2020,A,The New York Times,https://www.nytimes.com/2020/04/12/sports/coronavirus-fitness-trainers-workouts.html?searchResultPosition=25,Sports,"stream workouts, fitness",Nada,Nada,"Although much of the content is free, most fitness trainers, the heart and soul of a nearly $100 billion global fitness industry, are self-employed and could face hard times with an extended stay-at-home period.",,
4/12/2020,A,The New York Times,https://www.nytimes.com/2020/04/12/business/energy-environment/opec-russia-saudi-arabia-oil-coronavirus.html?searchResultPosition=26,ENERGY & ENVIRONMENT,Oil production cuts,0,Nada,"Oil-producing nations on Sunday agreed to the largest production cut ever negotiated, in an unprecedented coordinated effort by Russia, Saudi Arabia and the United States to stabilize oil prices and, indirectly, global financial markets.",,
4/12/2020,A,The New York Times,https://www.nytimes.com/2020/04/12/opinion/coronavirus-appalachian-trail.html?searchResultPosition=27,Opinion,"Appalachian Trail, hiking, Interior and Agriculture Departments",Nada,Nada,"As national parks shuttered shelters and privies, as national forests blocked off trailheads, as the rural towns intersecting with the A.T. locked the doors of their hostels and inns, my dad pressed forward",,
4/12/2020,A,The New York Times,https://www.nytimes.com/2020/04/12/opinion/madeleine-albright-coronavirus.html?searchResultPosition=28,Opinion,"Resilience, war",Nada,Nada,Humans are a resilient species.,,
4/12/2020,A,The New York Times,https://www.nytimes.com/2020/04/12/opinion/coronavirus-immunity-passports.html?searchResultPosition=29,Opinion,"Immunoprivilege,voluntary infection, herd immunity, invisible hierarchy, equity gap",Nada,Nada,"We know that epidemics and pandemics exacerbate existing inequalities. In the last three weeks, more than 16 million Americans — many of them waiters, Uber drivers, cleaners, cooks, caretakers — have filed for unemployment insurance. Meanwhile, tech executives, lawyers, and university professors like myself can sequester at home, work online, and still take home a paycheck and retain health insurance. Already, richer and poorer Americans are experiencing corona-capitalism differently",,
4/12/2020,A,The New York Times,https://www.nytimes.com/2020/04/12/opinion/matamoros-migrants-coronavirus.html?searchResultPosition=30,Opinion,"migrant camp, U.S.-Mexico border,  catastrophy",-1,Nada,"On April 1, the U.S. Department of Homeland Security and the Executive Office for Immigration Review announced that they would be postponing all hearings because of the coronavirus outbreak. ",,
4/12/2020,A,The New York Times,https://www.nytimes.com/2020/04/12/briefing/coronavirus-india-anti-muslim-attacks.html?searchResultPosition=32,Briefing,"Anti-muslim attacks, hunt for blame",Nada,Nada,A spree of anti-Muslim attacks has broken out across India after the country’s health ministry repeatedly blamed an Islamic seminary in the Nizamuddin area of Dehli for spreading the coronavirus and officials spoke of “human bombs” and “corona jihad.” The country was preparing to extend its lockdown another two weeks,,
4/12/2020,A,The New York Times,https://www.nytimes.com/2020/04/12/smarter-living/coronavirus-recovered-how-to-help.html?searchResultPosition=33,Smarter Living,"Recovered, 14 days asymtomatic, donate plasma",Nada,0,"Once a person recovers from Covid-19, his or her blood contains antibodies in its plasma that can fight the virus. Those antibodies can be extracted from a donor’s blood and given to a severely ill patient via transfusion, with the hope that the donor’s antibodies will help the patient recover",,
4/12/2020,A,The New York Times,https://www.nytimes.com/2020/04/12/business/disney-furloughs-coronavirus.html?searchResultPosition=34,Business,"Disney Furloughing, union agrrement",Nada,Nada,"“We are pleased to have reached an agreement with the Service Trades Council Union that will maintain members’ health insurance benefits coverage, educational support and additional employee assistance programs during a temporary furlough effective April 19,” the statement said",,
4/12/2020,A,The New York Times,https://www.nytimes.com/2020/04/12/business/coronavirus-flight-attendants-pilots.html?searchResultPosition=35,Business,Airlines cancellations,Nada,Nada,"Many airlines are likely to emerge from the crisis with fewer employees, and a full recovery isn’t expected any time soon. ",,
4/12/2020,A,The New York Times,https://www.nytimes.com/2020/04/12/business/coronavirus-traders-work-from-home.html?searchResultPosition=36,Business,"home office, traders, bankers",0,Nada,"Ever since the coronavirus pandemic forced thousands of traders, sales representatives, analysts, bankers and risk managers out of their workplaces and into their homes, the foot soldiers of finance have been making do with technology that’s far more ordinary than many of them are used to",,
4/12/2020,A,The New York Times,https://www.nytimes.com/2020/04/12/us/politics/coronavirus-boeing-federal-aid.html?searchResultPosition=37,Politics,"aerospace company, assistance, taxpayer help",0,Nada,Boeing faced serious problems largely of its own making long before the coronavirus crisis wounded the United States economy and led Congress to put hundreds of billions of dollars of corporate aid on the table. But that has not kept it from putting its hand out.,,
4/12/2020,A,The New York Times,https://www.nytimes.com/2020/04/12/world/middleeast/coronavirus-israel-mossad.html?searchResultPosition=38,Middle-East,"limited supplies, Israeli health system,Israeli intelligence agency  ",Nada,Nada,"Israeli spy agency has been deeply involved in Israel’s fight against the virus, and has been one of the country’s most valuable assets in acquiring medical equipment and manufacturing technology abroad, according to Israeli medical and security officials.",,
4/12/2020,A,The New York Times,https://www.nytimes.com/2020/04/12/us/coronavirus-biogen-boston-superspreader.html?searchResultPosition=39,U.S,Company super spreader,Nada,Nada,"Biogen employees, most feeling healthy, boarded planes full of passengers. They drove home to their families. And they carried the virus to at least six states, the District of Columbia and three countries, outstripping the ability of local public health officials to trace the spread.",,
4/12/2020,A,The New York Times,https://www.nytimes.com/2020/04/12/us/when-lockdown-ending-coronavirus.html?searchResultPosition=40,U.S,reopen economy,-1,0,"In interviews on Sunday morning talk shows, governors and mayors acknowledged the delicate balance between aggressively combating the virus and limiting the economic pain, but they said that public health concerns were their priority.",,
4/12/2020,A,The New York Times,https://www.nytimes.com/2020/04/12/nyregion/schools-cuomo-de-blasio-nyc-coronavirus.html?searchResultPosition=42,New York,"closed schools, disagreement, mixed messages",0,Nada,"The governor and mayor, who have long had a combative relationship, can’t seem to make peace during the biggest crisis of their careers.",,
4/12/2020,A,The New York Times,https://www.nytimes.com/2020/04/12/us/politics/coronavirus-poverty-privacy.html?searchResultPosition=43,Politics,"poor America, inequalities",Nada,Nada,"“Shelter in place” is a dictate that assumes the existence of shelter — the safe, stable, controlled environment that poor people often lack. Some are curled on friends’ couches. Some are looking after newly penned-up children in dilapidated homes. Many are dependent on public places — buses, laundromats, convenience stores, food banks, internet connections — at a time when the ability to stay home has never been more valuable.",,
4/12/2020,A,The New York Times,https://www.nytimes.com/2020/04/12/opinion/coronavirus-poverty.html?searchResultPosition=44,Opinion,"low- and middle-income countries, economic damage, I.M.F. back in business",0,Nada,"This is only the eighth global recession in the past century, and it is confronting emerging countries with unique challenges. They don’t have the resources to match the enormous stimulus programs that are preventing an even deeper recession in the developed world. Their crowded living conditions make it hard to slow the pandemic with social-distancing rules. And if emerging nations do impose lockdowns, their weak welfare systems can’t support unemployed workers for long.",,
4/12/2020,A,The New York Times,https://www.nytimes.com/2020/04/12/opinion/coronavirus-distancing.html?searchResultPosition=45,Opinion,"socially distance, psychologically distance, bias, averages",-1,Nada,"The only way to fight this pandemic is through identification with its victims, not deliberate estrangement from them. As we spend weeks — months — in isolation, it’s our connectedness we ought to keep in mind. This virus affects us all. Je suis Covid.",,
4/12/2020,A,The New York Times,https://www.nytimes.com/2020/04/12/opinion/coronavirus-black-men.html?searchResultPosition=46,Opinion,"Black men,  high rates of infection",Nada,Nada,"There are silent populations of black men, largely removed from public view and public consciousness, who will remain vulnerable long after we “open the country back up,” whatever that looks like, and return to some semblance of normalcy. For these men, the devastating effects of this virus may be as much about pre-existing social conditions as pre-existing medical ones.",,
4/19/2020,Eliane,The New York Times,https://www.nytimes.com/2020/04/19/business/media/donald-trump-coronavirus-campaign-media.html?searchResultPosition=1,Media,"Presidential campaign, broadcasting,  public health story.",-1,Nada,"The president has shown no patience for complexity, and so we have the briefings — a corona campaign that largely spins and pantomimes a response rather than carrying one out.",,
4/19/2020,Eliane,The New York Times,https://www.nytimes.com/2020/04/19/world/coronavirus-news.html?searchResultPosition=2,World,"Volunteers, lockdown risk, immunity cards",0,Nada,Corovirus outbreak worldwide,,
4/19/2020,Eliane,The New York Times,https://www.nytimes.com/2020/04/19/sports/baseball/coronavirus-christian-yelich-brewers.html?searchResultPosition=3,Baseball,"Coronavirus pandemic, health care workers",Nada,Nada,"People throughout the sports world, from athletes to arena staff, tell The New York Times how their lives have changed during the coronavirus pandemic.",,
4/19/2020,Eliane,The New York Times,https://www.nytimes.com/2020/04/19/us/politics/charlie-kirk-conservatives-coronavirus.html?searchResultPosition=4,Politics,"Border wall, banned",-1,Nada,"Mixing, matching and twisting facts, Mr. Kirk has come to exemplify a new breed of political agitator that has flourished since the 2016 election by walking the line between mainstream conservative opinion and outright disinformation. ",,
4/19/2020,Eliane,The New York Times,https://www.nytimes.com/2020/04/19/us/politics/coronavirus-jehovahs-witnesses.html?searchResultPosition=5,Politics,"coronavirus pandemic, spiritual life, baptize, immune system",Nada,Nada,"Across America, most religious groups have stopped coming together in large numbers to pray and hold services, in keeping with stay-at-home orders. ",,
4/19/2020,Eliane,The New York Times,https://www.nytimes.com/2020/04/19/arts/music/string-quartet-coronavirus.html?searchResultPosition=6,Music,"Recordings, quartet, rehearsal",0,Nada,"Classical musicians are typically paid only after a performance is over, so the players suddenly confronted the prospect of no income for the foreseeable future.",,
4/19/2020,Eliane,The New York Times,https://www.nytimes.com/2020/04/19/sports/tennis/coco-gauff.html?searchResultPosition=7,Tennis,"medical treatment, tournaments",Nada,Nada,An online post by the 16-year-old tennis phenom drew attention for using the word “depressed.”,,
4/19/2020,Eliane,The New York Times,https://www.nytimes.com/2020/04/19/business/coronavirus-influencers.html?searchResultPosition=8,Business,"brand, influencers",Nada,Nada,"Brands and influencers want to sell products to homebound customers, but doing so requires being sensitive to the reality of the pandemic.",,
4/19/2020,Eliane,The New York Times,https://www.nytimes.com/2020/04/19/nyregion/coronavirus-face-shields-factory-nyc.html?searchResultPosition=9,New York,personal protective equipment,Nada,Nada,A chic loft in the meatpacking district has reinvented itself as a factory for personal protective equipment.,,
4/19/2020,Eliane,The New York Times,https://www.nytimes.com/2020/04/19/us/coronavirus-civil-rights.html?searchResultPosition=10,U.S,"flawed health care system, quarantine, black community",0,Nada,"The disproportionate impact of the coronavirus on communities of color.

",,
4/19/2020,Eliane,The New York Times,https://www.nytimes.com/2020/04/19/nyregion/coronavirus-nyc-islands-protection.html?searchResultPosition=11,New York,"virus free, migration",Nada,Nada,"With few medical resources to fight the virus, residents of the island havens east of New York City have fiercely protected their secluded hometowns.",,
4/19/2020,Eliane,The New York Times,https://www.nytimes.com/2020/04/19/us/coronavirus-moving-city-future.html?searchResultPosition=12,U.S,"metropolitan, joblessnes",Nada,Nada,"The urge among some residents to leave because of the coronavirus may be temporary. But it follows a deeper, more powerful demographic trend.",,
4/19/2020,Eliane,The New York Times,https://www.nytimes.com/2020/04/19/us/politics/coronavirus-school-meals-relief.html?searchResultPosition=13,Politics,"education system, community food banks",0,Nada,"After the coronavirus shut down America’s education system, districts fortified their school meals programs to ensure that their most needy students would stay fed.",,
4/19/2020,Eliane,The New York Times,https://www.nytimes.com/2020/04/19/us/coronavirus-updates.html?searchResultPosition=14,U.S,"testing kits, telehealth",-1,0,Governors say reopening their economies must be linked with wider testing for the virus but they continue to face shortages of supplies and testing kits.,,
4/19/2020,Eliane,The New York Times,https://www.nytimes.com/2020/04/19/briefing/coronavirus-testing-fiona-apple.html?searchResultPosition=15,Briefing,"social-distancing orders, lockdowns, vaccine, coronavirus tests",-1,Nada,There will be no quick return to normal American life.,,
4/19/2020,Eliane,The New York Times,https://www.nytimes.com/2020/04/19/business/the-week-in-business-coronavirus-economy-retail.html?searchResultPosition=16,Business,"Stopgap, rollout process",-1,Nada,"Even as coronavirus deaths continue to surge, President Trump unveiled guidelines for reopening the country’s economy",,
4/19/2020,Eliane,The New York Times,https://www.nytimes.com/2020/04/19/nyregion/coronavirus-new-york-update.html?searchResultPosition=17,New York,"aid, federal funding",-1,Nada,"Mayor Bill de Blasio continued to call on President Trump to direct desperately-needs federal funding to American cities, and to criticize the president’s silence on the matter.",,
4/19/2020,Eliane,The New York Times,https://www.nytimes.com/2020/04/19/sports/coronavirus-sports-economy.html?searchResultPosition=18,Sports,"financial toll, the coronavirus shutdown",0,Nada,The prolonged shutdown of the sports world is taking a huge financial toll. ,,
4/19/2020,Eliane,The New York Times,https://www.nytimes.com/2020/04/19/arts/music/lady-gaga-coronavirus-concert-one-world.html?searchResultPosition=19,Music,"a fund raiser, prime time",-1,Nada,"Billed as a special to celebrate Covid-19 workers and to support the World Health Organization, the show was not a fund-raiser. Instead, it was a reminder of the medical, logistical and humanitarian efforts being made worldwide.",,
4/19/2020,Eliane,The New York Times,https://www.nytimes.com/2020/04/19/world/europe/france-navy-ship-coronavirus.html?searchResultPosition=20,Europe,military bases,Nada,Nada,An outbreak has left many in France wondering how the ship fell prey to the virus so swiftly and extensively.,,
4/19/2020,Eliane,The New York Times,https://www.nytimes.com/2020/04/19/technology/facebook-app-gaming.html?searchResultPosition=21,Technology,"mobile app, social network, a gaming platform",Nada,Nada,Facebook is rolling out an app designed for creating and watching live gameplay.,,
4/19/2020,Eliane,The New York Times,https://www.nytimes.com/2020/04/19/opinion/gavin-newsom-california-coronavirus.html?searchResultPosition=22,Opinion,"Federalism, governorship",Nada,Nada,Gavin Newsom spoke about what it would take to lift coronavirus restrictions in California ,,
