,Titulo,Url,Fecha,Texto
33,Coronavirus going to hit its peak and start falling sooner than you think,https://nypost.com/2020/03/08/coronavirus-going-to-hit-its-peak-and-start-falling-sooner-than-you-think/,2020-03-08 00:00:00,"Nations are closing borders, stocks are plummeting and a New York Times headline reads: “The Coronavirus Has Put the World’s Economy in Survival Mode.” Both political parties have realized the crisis could severely impact the November elections — House, Senate, presidency. And sacré bleu, they’ve even shuttered the Louvre!
Some of these reactions are understand­able, much of it pure hysteria. Meanwhile, the spread of the virus continues to slow.
More than 18,000 Americans have died from this season’s generic flu so far, according to the latest data from the Centers for Disease Control and Prevention. In 2018, the CDC estimated, there were 80,000 flu deaths. That’s against 19 coronavirus deaths so far, from about 470 cases.
Worldwide, there have been about 3,400 coronavirus deaths, out of about 100,000 identified cases. Flu, by comparison, grimly reaps about 291,000 to 646,000 annually.
China is the origin of the virus and still accounts for over 80 percent of cases and deaths. But its cases peaked and began ­declining more than a month ago, according to data presented by the Canadian epidemiologist who spearheaded the World Health Organization’s coronavirus mission to China. Fewer than 200 new cases are reported daily, down from a peak of 4,000.
Subsequent countries will follow this same pattern, in what’s called Farr’s Law. First formulated in 1840 and ignored in ­every epidemic hysteria since, the law states that epidemics tend to rise and fall in a roughly symmetrical pattern or bell-shaped curve. AIDS, SARS, Ebola — they all followed that pattern. So does seasonal flu each year.
Clearly, flu is vastly more contagious than the new coronavirus, as the WHO has noted. Consider that the first known coronavirus cases date back to early December, and since then, the virus has ­afflicted fewer people in total than flu does in a few days. Oh, and why are there no flu quarantines? Because it’s so contagious, it would be impossible.
As for death rates, as I first noted in these pages on Jan. 24, you can’t employ simple math — as everyone is doing — and look at deaths versus cases because those are ­reported cases. With both flu and assuredly with coronavirus, the great majority of those infected have symptoms so mild — if any — that they don’t seek medical attention and don’t get counted in the caseload.
Furthermore, those calculating rates ­ignore the importance of good health care. Given that the vast majority of cases have occurred in a country with poor health care, that’s going to dramatically exaggerate the death rate.
The rate also varies tremendously according to age, with a Chinese government analysis showing 0.2 percent deaths below age 40 but 14.8 percent above 80. A study published last month in the Journal of the American Medical Association found zero deaths worldwide among children 9 and under. Zero.
Like the flu, the coronavirus is afflicting high-risk groups: the elderly, those with ­underlying health conditions like diabetes or heart disease and those with compromised immune systems. Are there exceptions? Sure. But that’s the case with almost every complex biological phenomenon of the kind.
More good news. This month, the Northern Hemisphere, which includes the countries with the most cases, starts heating up. Almost all respiratory viruses hate warm and moist weather. That’s why flu dies out in America every year by May at the latest and probably why Latin America has reported only 25 coronavirus cases. The Philippines, where I live, has about a third of the US population, but it’s so damned hot and humid here, so far we have had no confirmed cases of internal transmission.
The only questions are what the impact will be in the Southern Hemisphere, where far fewer people live, and whether it will ­return to the north in the fall.
Still, if you want to try to reduce your ­low risk even further, then use what works against flu and colds. Both the surgeon general and head of the CDC have advised we nix the masks; they don’t work. Instead, wash your hands with hot water and soap or an alcohol solution for at least 10 to 20 seconds. That way you won’t spread any germs when you use the TV remote to flip off the latest hysterical news report.
Michael Fumento is an attorney, author and journalist."
34,US stock futures tumble 4% on coronavirus fears in pre-market trade,https://nypost.com/2020/03/08/us-stock-futures-tumble-4-on-coronavirus-fears-in-pre-market-trade/,2020-03-08 00:00:00,"The price of futures contracts for the S&P 500 index, a Wall Street benchmark, fell more than 4% on Sunday as off-hours trading for US equity markets resumed, a sign that investors fear the toll from the fast-spreading coronavirus will deepen.
Italy, the country hardest hit by the virus in Europe, essentially locked down much of its wealthy north, including the financial capital Milan, in a drastic attempt to contain an outbreak that saw the number of deaths leap sharply on Sunday.
More than 107,000 people have been infected worldwide and 3,600 have died, according to a Reuters tally. In Italy, the number of cases jumped 25% in a 24-hour period to 7,375, while deaths climbed 57% to 366. It was the largest daily increase for both readings since the contagion came to light on Feb. 21.
Contracts for the S&P 500 emini fell 4.2% to 2839. The decline indicates how much the S&P 500 might fall when trading begins on Monday.
The implied yield on the futures contract for the 10-year US Treasury note fell below 0.5% for first time. The benchmark Treasury hit a historic low on Friday, closing at 0.707%, as markets reacted to the coronavirus. It was the first time the 10-year note had traded below 1%.
Fear of the economic damage the coronavirus epidemic poses sent stocks lower on Friday, with the benchmark S&P 500 notching its 10th decline in 12 sessions.
Corporations around the world have begun issuing profit warnings and curbing activities as the virus spreads.
Pacific Investment Management Co (PIMCO), one of the world’s largest investment firms, warned clients the outbreak is likely to cause a relatively mild and short recession though tight credit markets could worsen the downturn."
35,"Keep off cruises amid coronavirus outbreak, State Department says",https://nypost.com/2020/03/08/keep-off-cruises-amid-coronavirus-outbreak-state-department-says/,2020-03-08 00:00:00,"Ya think?
The State Department on Sunday warned Americans to stay off cruises amid the coronavirus outbreak — after hundreds of Americans were sickened on at least two recent cruises last month.
“U.S. citizens, particularly travelers with underlying health conditions, should not travel by cruise ship,” the State Department said in a statement. “CDC notes that older adults and travelers with underlying health issues should avoid situations that put them at increased risk for more severe disease.”
There’s an increased risk of catching the potentially deadly disease on a cruise ship, according to the Centers for Disease Control and Prevention.
To curb the spread of Covid-19, many countries have denied entry to ships and prevented passengers from disembarking. In some cases, passengers were allowed to get off ships, but were placed under strict quarantine procedures.
The US government last month evacuated about 300 passengers from a quarantined Diamond Princess cruise in Japan, but the State Department said that “repatriation flights should not be relied upon as an option for US citizens under the potential risk of quarantine by local authorities.”
Passengers on another coronavirus-hit Princess Cruises ship that was stuck off California’s northern coast for over a week finally docked in Oakland on Sunday. At least 21 sick passengers will be hospitalized there."
36,Travel chaos as Italy puts quarter of population under coronavirus quarantine,https://nypost.com/2020/03/08/travel-chaos-as-italy-puts-quarter-of-population-under-coronavirus-quarantine/,2020-03-08 00:00:00,"Panicked travelers rushed to flee northern Italy before more than a quarter of its population was placed under lockdown Sunday to combat coronavirus outbreak.
Chaos ensued as people tried to escape before the quarantine decree signed by Italian Italian Premier Giuseppe Conte went into effect in the Lombardy and Veneto regions, which are home to more than 16 million people.
Former Deputy Prime Minister Matteo Salvini shared a video from the Garibaldi station of crowds of people rushing to catch the final trains out of the region, according to Metro UK.
“Masses of people in the late Saturday evening storm the last trains leaving Lombardy after the draft coronavirus decree filtered by the Government,” he tweeted.
Students at the University of Padua who had been out at bars Saturday night were alerted to the news on their phones and rushed back to head to the train stations.
The quarantine even angered inmates at a prison in Modena, where a riot erupted over their loved ones not being able to visit, local outlets reported.
The extraordinary lockdown measures, which will impact cities including Milan and Venice, will last until April 3.
The death toll from the virus in the country had climbed to at least 366 people Sunday, with at least 7,000 cases.
With Post wires"
37,Bill & Melinda Gates Foundation to fund coronavirus home-testing kits in Seattle,https://nypost.com/2020/03/08/bill-melinda-gates-foundation-to-fund-coronavirus-home-testing-kits-in-seattle/,2020-03-08 00:00:00,"Home-testing kits for the coronavirus could soon be offered through a program backed by billionaire Bill Gates, according to a report.
The initiative funded by the Bill & Melinda Gates Foundation would allow people in the Seattle area to swab their noses and send back the samples for analysis, the Seattle Times reported.
Four-hundreds tests would initially be conducted at a University of Washington lab on a daily basis, with the results being returned in one or two days, the report said. Eventually, the testing capacity will be ramped up to thousands of tests each day.
It’s unclear when the program will launch. The organization is still working now to update its software to handle being inundated by requests, according to the report.
“Although there’s a lot to be worked out, this has enormous potential to turn the tide of the epidemic,” said Scott Dowell, who is leading coronavirus response at the foundation.
The testing would limit the need for potentially-infected patients to visit medical centers, where they could spread the virus to others, the organization said.
The initiative would also allow people to answer questions on an online form about their movements or contacts, making it easier for officials to track down others who may have been exposed if they test positive, the Seattle Times reported.
“One of the most important things from our perspective, having watched and worked on this in other parts of the world, is the identification of people who are positive for the virus, so they can be safely isolated and cared for, and the identification of their contacts, who can then be quarantined,” Dowell said.
The foundation, which has already committed $5 million to battle the coronavirus in the Seattle area, said that the home-testing kits could eventually be available statewide.
Washington state has grappled with more than 100 cases and 16 deaths, mostly in the Seattle region.
Worldwide, there have been more than 100,000 cases and 3,500 deaths since December’s outbreak in Wuhan, China."
38,Women fight over toilet paper during coronavirus panic buying in Australia,https://nypost.com/2020/03/08/women-fight-over-toilet-paper-during-coronavirus-panic-buying-in-australia/,2020-03-08 00:00:00,"It looked practically apocalyptic Down Under as women tussled over toilet paper.
Viral video shows three women in a wild fight in an Australian store — sparked by a mother and her daughter hoarding toilet paper amid panic over the coronavirus.
“I just want one pack!” demanded one woman as she confronted the pair who had a shopping trolley piled high with bathroom supplies in a Woolworths in western Sydney.
“No — not one pack,” the 60-year-old mother of the pair said sternly in the video viewed more than 200,000 times after being tweeted Saturday by 9News.
The trio had been seen grabbing each other, trading blows, then blaming each other for starting Saturday’s brawl
“Are you joking? Are you f—ing joking?” one woman was heard asking after onlookers helped break apart the fight, with a staff member telling them, “Look what you’re doing. You’re fighting over tissues.”
The video sparked disgust — and much mirth — online. “Imagine what would happen in an actual apocalypse,” Mr. Gaanz asked in reply, while Cleetus Van Damme said, “We’ll discover a cure for coronavirus before a cure for stupid.”
Police later told 9News that the mom and her 23-year-old daughter were both criminally charged. A 49-year-old woman also involved spoke to police but was not charged, the station said, describing her as the victim but saying she was not injured.
She appears to have been in the right, too — with Woolworths saying it had a four-pack limit on toilet paper amid a national shortage sparked by frenzied panic buying over fears of lengthy quarantines to come.
“It’s just bad behavior by people that are panicking, and there’s no need for that panic,” acting Inspector Andrew New told 9News.
“It’s not the Thunderdome. It’s not Mad Max. We don’t need to do that.”
Woolworths told the station it was working with the police. “We will not tolerate violence of any kind from our customers in our stores,” a spokesperson said."
39,WHO offers advice about using cash as coronavirus continues to spread,https://nypost.com/2020/03/08/who-offers-advice-about-using-cash-as-coronavirus-continues-to-spread/,2020-03-08 00:00:00,"The World Health Organization has urged people handling cash to soap up after as the coronavirus continues to spread to tens of thousands of people across the world, according to a report.
There’s a chance that the deadly infection can be transmitted during the transfer of money, the Telegraph reported.
“We know that money changes hands frequently and can pick up all sorts of bacteria and viruses and things like that,” a WHO spokesperson told the Telegraph. “We would advise people to wash their hands after handling banknotes, and avoid touching their face.”
The international health watchdog added that “when possible it’s a good idea to use contactless payments.”
The organization, however, later clarified its recommendations, saying that it was not warning people to cut out cash altogether.
“WHO did NOT say banknotes would transmit COVID-19, nor have we issued any warnings or statements about this,” WHO spokeswoman Fadela Chaib told MarketWatch. “We were asked if we thought banknotes could transmit COVID-19 and we said you should wash your hands after handling money, especially if handling or eating food.”
Meanwhile, fears about using bills have prompted the famed Louvre museum in Paris to cut out cash entirely during the outbreak.
The art museum will only accept credit card payments as part of an effort to protect staffers from possibly infected visitors.
South Korea’s central bank also announced last week that it will take banknotes out of circulations for two weeks to limit the spread of the virus.
The move follows efforts in China, where the virus emerged, to destroy cash in hard-hit regions to prevent contagion.
People’s Bank of China ordered the return of paper currency in circulation last month at hospitals, animal markets and buses near the country’s hot zones in order to destruct potentially-contaminated bills, the South China Morning Post reported.
The concerns over possible contamination through cash come as the virus has spread to more than 90 countries across the world.
The virus has spread to at least 105,000 people and killed more than 3,500 others since the outbreak in Wuhan, China.
With Post wires"
40,Cuomo: ‘No reason’ to shut down mass transit over coronavirus yet,https://nypost.com/2020/03/08/cuomo-no-reason-to-shut-down-mass-transit-over-coronavirus-yet/,2020-03-08 00:00:00,"Gov. Andrew Cuomo isn’t ready to pull the brakes on public transit just yet, he said on Sunday as he urged New Yorkers to remain calm in the face of the mounting coronavirus epidemic.
“Look, what we do here is, we calibrate to the facts as we know them at the time,” Cuomo told Fox News “Sunday Morning Futures” host Maria Bartiromo. “So, as the facts change, you change your strategy. But, at this time, there’s no reason to close down mass transit.”
The assurance came one day after Amtrak announced it was suspending Acela nonstop service between New York and Washington D.C. until May, due to flagging demand amid the viral outbreak.

Cuomo on Saturday declared a state of emergency in the Empire State, where officials said there are now 105 confirmed coronavirus cases, including 82 in Westchester County and 12 in the five boroughs.
“We haven’t had — to the extent we have big numbers in New York, it’s actually in Westchester, which is a suburban community, as you know, where you have a cluster of cases,” Cuomo said.
Cuomo appeared three times on television Sunday and once in person on Long Island as he urged people to “stay calm.”
“If they know the facts, they will be calm,” he said.
The virus originated in China and has spread worldwide with more than 107,000 cases and 3,600 deaths."
41,"Coronavirus in NY: Rockland County caterers test positive, guests ‘may have been exposed’",https://nypost.com/2020/03/08/coronavirus-in-ny-rockland-county-warns-residents-they-may-have-been-exposed-after-caterers-test-positive/,2020-03-08 00:00:00,"The Rockland County Health Department warned residents Sunday that they “may have been exposed” to coronavirus if they attended events in Monsey where two virus-positive people worked.
Two caterers from Ramapo tested positive for the illness after working a pair of  gatherings in Monsey: one from Feb. 28 into the 29th at 150 Remsen Ave., which houses a synagogue, and the other March 2 at the Atrium Ballroom, a catering hall.
At least one of the caterers had worked a funeral Feb. 22 or a bat mitzvah Feb. 23 at the Temple Young Israel of New Rochelle in Westchester County, where a lawyer who has been linked to the majority of New York’s positive cases is a member.
The workers’ cases are Rockland’s only two positive cases so far.
County Health Commissioner Dr. Patricia Schnabel Ruppert cautioned in an e-mail that anyone who went to either event in Monsey “may have been exposed to coronavirus.
“It was previously believed that these infected individuals had not worked as caterers during these events and it was only through the detective work of one of our investigators that this discovery was made,” Ruppert said in a statement.
“Any person who believes they may have been exposed should contact their health care provider by phone right away. I also ask that anyone who becomes ill with this disease be completely forthcoming with our investigators, it is only with your help that we can prevent the spread of this disease.”
Health officials said they are still monitoring 22 quarantined people in the county.
Steve Cohn, the Atrium’s manager, told The Post on Sunday that the two infected people are a waitress and event maitre’d who were hired from an outside catering company in Spring Valley roughly 2 miles away.
Cohn said none of his “silverware and glasses” were used at the Atrium event, as those items were brought in from the contracted business. Starting Monday, the facility will disinfected, he added. Employees told a Post reporter on Sunday they are taking “precautions” and “cleaning the whole place.”
People coming and going at the 150 Remsen address did not want to comment other than to say the event there involved an outside group, so they weren’t concerned.
Gov. Cuomo said at an unrelated press conference on Long Island on Sunday that he is warning New Yorkers to “avoid large gatherings” to prevent the community spread of the virus.
He announced there are now 105 total positive cases in the state, 82 of which are in Westchester Country.
Cuomo declared a state of emergency Saturday to help contain the spread, following a spike in positive cases."
42,Coronavirus in NY: De Blasio urges sick New Yorkers to stay off the subways,https://nypost.com/2020/03/08/coronavirus-in-ny-de-blasio-urges-sick-new-yorkers-to-stay-off-the-subways/,2020-03-08 00:00:00,"The city could have “hundreds of cases” of the coronavirus in coming weeks, Mayor Bill de Blasio acknowledged Sunday — as he finally urged people who are sick to stay off the subways.
De Blasio said a person from The Bronx tested positive for the virus overnight, edging up the city’s tally to 13 confirmed patients — adding, “At some point, we could easily be hundreds of cases.
“As best practice, if you are sick [in any capacity], stay off public transport,” de Blasio said.
“If you are sick, you shouldn’t be going to a public event. You shouldn’t be going to work. You shouldn’t be going on the subway,” the mayor told reporters at a city emergency-management office in Downtown Brooklyn.
Last week, de Blasio appeared to dismiss concerns about whether an infected Midtown lawyer rode the train, saying, “The subway is not the issue, the train is not the issue. The issue [with the coronavirus] is prolonged, consistent contact.”
The mayor Sunday offered buses as an option for healthy commuters who don’t want to go on the subway.
“Buses can be very crowded, but if the bus is a less-crowded option and you can use that, please do,” de Blasio said.
The mayor said that in addition to taking precautions regarding mass transit, people can reduce their risk of infection by not touching their faces.
He demonstrated how to cough into your elbow to avoid spreading germs — but later wiped his nose with his right hand.
He said there are now 13 confirmed cases of the virus in the Big Apple, including infected lawyer Lawrence Garbuz, who works in Midtown Manhattan but lives in New Rochelle in Westchester County.
He said 19 people are in mandatory isolation — and 2,176 in voluntary isolation, a figure that “has gone down substantially.”
The mayor identified two places where an infected health-care worker in New Jersey traveled recently in the city: A Westin hotel in Midtown, Manhattan, and the King David Center nursing and rehab facility in Gravesend, Brooklyn.
“A 32-year-old New Jersey health-care provider saw 11 patients [at the Brooklyn facility] while symptomatic but wore a mask. All 11 patients are asymptomatic,” de Blasio said.
The worker “also attended small medical conference in Midtown,” the mayor said, adding that it was a Westin. “All attendees are symptomatic and family is asymptomatic.”
The nursing home said in a statement to The Post on Sunday that the infected worker is a physician’s assistant and, “The CDC is satisfied with our protocols and procedures.”
A rep for Westin said it is complying with CDC recommendations.
As for the potential closing of city schools, de Blasio said, “We’re dealing with a disease that is not fully understood. [But] I will say definitively, everything we’ve seen so far, this is a disease that for a healthy child presents minimal risk.
“Parents want to see the schools keep going as long as it’s safe, want to see their kids getting educated, and we do have a tremendous interest in avoiding the disruption of the city unless there’s a very specific reason to act otherwise.”
Asked if a specific number of coronavirus cases would prompt closure, the mayor replied, “Not as simple as that.
“There’s no simple algorithm. When we get to the point where anything needs to be adjusted, we will.”
Still, he said all international trips involving city school kids have been canceled “out of an abundance of caution,”as the virus sweeps the globe.
He added that “nonessential” international travel for workers employed by the city is on hold, too.
The mayor also announced financial help for small local businesses hurt by virus panic.
He said businesses with fewer than 100 workers that can document a 25 percent loss in receipts because of the virus can apply for interest-free loans of up to $75,000.
Affected businesses with fewer than five employees can apply for grants of up to $6,000, the mayor said.
Additional reporting by Rachel Green"
43,Coronavirus in NY: Westchester lawyer’s family breaks silence,https://nypost.com/2020/03/08/coronavirus-in-ny-westchester-lawyers-family-breaks-silence-on-his/,2020-03-08 00:00:00,"The wife of the Westchester lawyer linked to the area’s coronavirus outbreak has broken her silence about the family’s highly publicized health ordeal — saying she anticipated the “pandemonium” and immediately jumped into action to contain the fallout.
Adina Lewis Garbuz opened up on Friday on Facebook to describe the moment she learned that her 50-year-old husband, Lawrence Garbuz, was diagnosed with the contagious infection.
“When I was first informed of the positive result, I and my entire family immediately provided any and all information to several Departments of Health well into the wee hours of the night in hopes of letting this all be contained as quickly as possible for all of us,” she wrote in a Facebook post.
“As for our law firm, Lewis and Garbuz, as soon as I was made aware of the diagnosis, I personally immediately contacted everyone in our firm and all were quarantined. All have been working remotely ever since. No one is commuting into the Manhattan office and no one will be until we have clearance to do so,” she continued.
“When I first heard that Lawrence was positive, I immediately recognized there was going to be pandemonium all around us,” she added. “Other than offering what I could to stop this from spreading further, all I and my family care about is that my husband/ their father get better. We shuttered the windows, turned off the internet and together stayed strong and in good spirits.”
She and two of the couple’s children, a 14-year-old girl and a 20-year-old son, have also tested positive for the virus, though only Lawrence remains in critical condition. She said the family is focused on his health since she and her children have not experienced symptoms more severe than a “slight cough.”
Lawrence is currently in the intensive care unit at New York-Presbyterian/Columbia Medical Center, she said.
“As for my husband, while he still remains critical, I and my family remain very hopeful of his full recovery,” Lewis Garbuz said. “He is a tenacious person in all aspects of his life and I know he will come out of this strong.”
“He is a very caring hardworking person who constantly cares for his clients and those around him over himself,” Lewis Garbuz said. “I think it is from this that he was run down and susceptible to the illness he acquired.”
Lawrence’s case has been linked to a number of other people infected in the New Rochelle community, where their synagogue, Young Israel of New Rochelle, has been temporarily closed as other congregants and the rabbi tested positive.
Gov. Andrew Cuomo on Sunday announced that there have been more than 80 patients in Westchester County since Garbuz’s case was first identified.
Lewis Garbuz added, “I am incredibly blessed that my children while still relatively young have the wisdom to know to keep their heads clear and focus only on the important, the health of their dad and those around us.”"
44,Coronavirus patients experience certain symptoms before ‘tipping point’ of dying: expert,https://nypost.com/2020/03/08/coronavirus-patients-experience-certain-symptoms-before-tipping-point-of-dying-expert/,2020-03-08 00:00:00,"Coronavirus cases reach a “tipping point” where patients start to experience symptoms that indicate that they’re in danger of dying, according to a report.
The patients who are at risk of dying may see the virus spread to their lungs, which can prevent their other vital organs from getting the oxygen needed to fight the infection, Bloomberg reported.
“When you get a bad, overwhelming infection, everything starts to fall apart in a cascade,” said David Morens with the National Institute of Allergy and Infectious Diseases. “You pass the tipping point where everything is going downhill and, at some point, you can’t get it back.”
Bruce Aylard, assistant director-general of the World Health Organization, said the escalation from mild to severe phases of the illness can occur “very, very quickly,” the report said.

The so-called tipping point likely occurs earlier in older patients or those who have underlying health issues — who have been reported to be at higher risk of dying from the illness, the outlet reported.
Experts estimate there’s around 10 to 15% of patients whose cases become severe. Of that group, there’s another 15 to 20% of cases that then progress to critical, Bloomberg reported.
The death rate has been estimated by the WHO to be around 3.4% — though the figure may be high because mild cases are likely underreported.
Across the world, there have been at least 3,500 deaths as the bug spreads to over 105,000 people, CNN reported."
45,Ben Carson says plans for coronavirus-stricken cruise ship aren’t ‘fully formulated’,https://nypost.com/2020/03/08/ben-carson-says-plans-for-coronavirus-stricken-cruise-ship-arent-fully-formulated/,2020-03-08 00:00:00,"Ben Carson, the secretary for Housing and Urban Development, said Sunday that plans were not “fully formulated” for handling the coronavirus-stricken Grand Princess cruise when it docks in California.
“I don’t want to preview the plan right now,” Carson told George Stephanopoulos on ABC’s “This Week.”
When pressed on his answer, Carson claimed the evacuation operation is still being hashed out for the ship set to dock Monday in Oakland.
“I think it needs to all come from a solitary source,” Carson said. “We shouldn’t have 16 people saying what the plan is, particularly when it hasn’t been formally formulated.”
Carson’s comments come as the cruise announced that it will disembark the ship’s sick passengers from Oakland to medical facilities in California.

At least 21 people, including 19 crew members, tested positive for the virus on the cruise after it was linked to an outbreak in Northern California.
The Department of Health and Human Services said Sunday that some 3,500 other guests will be transferred to federal military facilities for a quarantine period.
Nearly 1,000 California residents will remain in state at either Travis Air Force Base and Miramar Naval Air Station, while passengers from other states will head to Joint Base San Antonio Lackland in Texas or Dobbins Air Force Base in Georgia.
“Throughout the quarantine, passengers will be monitored for symptoms of [coronavirus],” the agency said in a statement.
Meanwhile, US officials are working to arrange for travel home for foreign passengers.
“The Department of State is working closely with the home countries of several hundred passengers to arrange for repatriation to their countries,” the statement said.
The evacuation plans come as the bug has infected more than 100,00 people across the world, resulting in at least 3,500 deaths."
46,"CPAC attendee has coronavirus, didn’t come into contact with Trump or Pence",https://nypost.com/2020/03/08/cpac-attendee-has-coronavirus-didnt-come-into-contact-with-trump-or-pence/,2020-03-08 00:00:00,"An attendee at the Conservative Political Action Committee conference later came down with the coronavirus — but did not have contact with President Trump or Vice President Mike Pence when they spoke at the annual event, the chairman said on Sunday.
“I can verify that he had no contact with either the president or the vice president,” Matt Schlapp said on “Fox and Friends Weekend.”
“And I can tell you, when the president was on site at CPAC, he lives by what he tells us, because I saw him scrub down his hand and clean his hands more than once while he was on the premises.”
But Schlapp said he came into brief “incidental contact” with the infected man at the conference in Maryland.
“I’m taking precautions. I’m talking to my doctor,” Schlapp said. “I talked to my mom last night, who was at the conference who is 80 years old. She feels like a million bucks. I feel healthy as a horse. My kids do as well, so there’s no indications from anybody I’ve talked to that there are any more problems.”
Schlapp said he spoke to the patient on the phone Saturday night and said the man “is on the mend.”
He also said he has reached out to anybody who “might have had contact with the patient, if I can verify it.”
“I think he was there most of the time, and the patient did not, I would say this, he didn’t spend a lot of time going all over the conference,” Schlapp noted.
The American Conservative Union, which hosted CPAC at the end of last month, announced on Saturday that an attendee tested positive for the virus and is being quarantined.
More than 400 people have tested positive for the coronavirus in the US and 19 have died."
47,"Surgeon general: Expect more coronavirus deaths, but don’t panic",https://nypost.com/2020/03/08/surgeon-general-expect-more-coronavirus-deaths-but-dont-panic/,2020-03-08 00:00:00,"The country will see more coronavirus cases and deaths — but that doesn’t mean Americans should panic, US Surgeon General Jerome Adams said Sunday.
“Initially we had a posture of containment so that we could give people time to prepare for where we are right now,” Adams said on said on CNN’s State of the Union. “Now we’re shifting into a mitigation phase, which means that we’re helping communities understand you’re going to see more cases. Unfortunately, you’re going to see more deaths, but that doesn’t mean that we should panic.”
“It means that we should take the things that we know work for individuals to protect themselves and make sure everyone is doing those things, like washing your hands frequently, like covering your cough, like staying home if you’re sick and not being around people who are sick,” Adams said.
Adams told host Jake Tapper he believes the virus is contained in certain parts of the US, saying “we actually feel pretty good that some parts of the country have contained it just like when you look at the flu.”
But, he said, “communities need to be thinking about things like should we be canceling large gatherings, what are our telework policies, should we be closing schools.”
“And it’s going to be different in Seattle than what it’s going to be in Jackson, Mississippi,” Adams said. “But communities need to have that conversation and prepare for more deaths.”
There are now more than 400 confirmed cases of the COVID-19 virus in the US and 105 in New York state as of Sunday, prompting Gov. Andrew Cuomo to declare a state of emergency.
The new coronavirus strain, believed to have originated in China in December, has now infected more than 107,000 people throughout the world, killing more than 3,600 so far.
President Trump said Sunday that the White House has a “perfectly coordinated” plan to fight the virus."
48,Westchester County school closes over coronavirus for rest of year — despite no cases,https://nypost.com/2020/03/08/westchester-county-school-closes-over-coronavirus-for-rest-of-year-despite-no-cases/,2020-03-08 00:00:00,"A Westchester County boarding school with no confirmed cases of the coronavirus will close for the rest of the school year amid fears over the deadly bug, a new report says.
The Keio Academy of New York, which has ties to a Japanese university, announced that it will close its campus in Purchase to protect its international student body from the virus that has spread to at least 82 people in Westchester, the Rockland/Westchester Journal News reported.
Japan currently has 502 confirmed cases of the virus, and six people there have died from it — putting it in the top 10 countries globally who have been the hardest hit.
“After consideration of all the medical facts and advice, the Board of Trustees has decided that it must act now in the interests of our students’ safety and wellbeing,” Rieko Ivy, director of development at the school, said in a statement.
The private school, which is affiliated with Keio University in Japan, hosts students flung from Asia, Europe and South America.
Only 10 percent of the student body, which numbers around 320, is from the local area, while the rest hail from other parts of the US and various countries.
The school said the decision was a precautionary measure as no cases have been identified there.
“This is our precautious decision before any case should occur,” Ivy said, according to the outlet.
The school did not respond to a request for comment from The Post on Sunday.
The decision comes after three Jewish day schools linked to an outbreak in New Rochelle, also in Westchester County, were forced to at least temporarily close.
They are the Salanter Akiba Riverdale Academy in The Bronx, the Westchester Day School in Mamaroneck and the Westchester Torah Academy in White Plains. The latter two schools are in Westchester County. At least one case, involving a female student, has been confirmed at Salanter.
Gov. Andrew Cuomo declared a state of emergency Saturday amid the virus. He said Sunday that overnight, the number of cases in New York climbed to 105 from 89 the day before, with at least a dozen New York City patients.
Across the world, there have been more than 100,000 cases, with at least 3,000 deaths, since the outbreak emerged in Wuhan, China."
49,US Marine tests positive for coronavirus in Virginia — as Army restricts travel,https://nypost.com/2020/03/08/us-marine-tests-positive-for-coronavirus-in-virginia-as-army-restricts-travel/,2020-03-08 00:00:00,"A US Marine assigned to a base in Virginia has tested positive for the coronavirus — as the Army announced Sunday it will restrict some military travel to protect its forces amid the health crisis, officials said.
The infected Marine, stationed at Fort Belvoir, tested positive Saturday after returning from overseas on official business, according to the Department of Defense.
The service member is being treated at Fort Belvoir Community Hospital.
“The [health-care] teams are in regular and close communication with federal, state, local, and private sector partners,” the Virginia Department of Health said in a statement.
The White House has been notified about the case, while the secretary of defense has been briefed on the situation, officials said.
Meanwhile, the Army announced Sunday that it will restrict its service members’ travel to and from Italy and South Korea — two countries particularly hard-hit by the deadly bug.
The military branch will also prohibit foreign troops from participating in training exercises with US forces, a rep told Reuters.
In addition to the Marine, there have been two other US service members who have also tested positive for the virus, which has spread to more than 90 countries.
A sailor in Italy and a soldier in South Korea have both been confirmed to have the deadly illness.
Worldwide, there have been more than 100,000 cases since the outbreak occurred in Wuhan, China, in December.
With Post Wires"
